accuracy,split_method,layer,seed
1.0,spatial,layer1,92
0.9960349266395117,spatial,layer2,92
0.9975613572796102,spatial,layer3,92
1.0,spatial,layer4,92
0.9999375778664488,spatial,layer5,92
1.0,spatial,layer1,93
0.9877918813242722,spatial,layer2,93
0.9971904593188756,spatial,layer3,93
1.0,spatial,layer4,93
0.9996822154125524,spatial,layer5,93
0.9999544263415746,spatial,layer1,94
0.9867958590678736,spatial,layer2,94
0.9891795481243212,spatial,layer3,94
0.9999587847385776,spatial,layer4,94
0.9994552175655794,spatial,layer5,94
1.0,spatial,layer1,95
0.9936421026103484,spatial,layer2,95
0.9949735167284204,spatial,layer3,95
1.0,spatial,layer4,95
0.9997276054819396,spatial,layer5,95
1.0,spatial,layer1,96
0.9508811105842238,spatial,layer2,96
0.9931786013625756,spatial,layer3,96
1.0,spatial,layer4,96
0.9990920353409422,spatial,layer5,96
0.9993163951236186,spatial,layer1,97
0.994248900517982,spatial,layer2,97
0.9912217394303569,spatial,layer3,97
1.0,spatial,layer4,97
0.9987969316186855,spatial,layer5,97
1.0,spatial,layer1,98
0.988245987526961,spatial,layer2,98
0.998571778911086,spatial,layer3,98
0.9996113989637304,spatial,layer4,98
0.9974406588718236,spatial,layer5,98
1.0,spatial,layer1,99
0.9952144423097196,spatial,layer2,99
0.9858969201148744,spatial,layer3,99
0.9996113880432091,spatial,layer4,99
0.9986891197377812,spatial,layer5,99
1.0,spatial,layer1,100
0.9880437443500129,spatial,layer2,100
0.9882160381681802,spatial,layer3,100
0.976029675861866,spatial,layer4,100
1.0,spatial,layer5,100
1.0,spatial,layer1,101
0.9667411439176682,spatial,layer2,101
0.9901729410875658,spatial,layer3,101
0.9995230665057262,spatial,layer4,101
0.9995687157644892,spatial,layer5,101
1.0,spatial,layer1,102
0.9887572799543836,spatial,layer2,102
0.9982861214429064,spatial,layer3,102
1.0,spatial,layer4,102
0.9977017065166054,spatial,layer5,102
1.0,spatial,layer1,103
0.974564531460382,spatial,layer2,103
0.9917163068513268,spatial,layer3,103
1.0,spatial,layer4,103
0.9993247040482812,spatial,layer5,103
1.0,spatial,layer1,104
0.9949091271309816,spatial,layer2,104
0.9984609314362168,spatial,layer3,104
1.0,spatial,layer4,104
0.997730080623536,spatial,layer5,104
1.0,spatial,layer1,105
0.9915813385508364,spatial,layer2,105
0.9970284345042744,spatial,layer3,105
0.9999941119321694,spatial,layer4,105
0.9980819087291264,spatial,layer5,105
1.0,spatial,layer1,106
0.9842884631387372,spatial,layer2,106
0.981565184586714,spatial,layer3,106
0.999935231253864,spatial,layer4,106
0.9981670350753444,spatial,layer5,106
1.0,spatial,layer1,107
0.991947750393012,spatial,layer2,107
0.9603554034848668,spatial,layer3,107
0.999994112105511,spatial,layer4,107
0.9984394323306952,spatial,layer5,107
1.0,spatial,layer1,108
0.9896579028274632,spatial,layer2,108
0.99575369445052,spatial,layer3,108
1.0,spatial,layer4,108
0.9996141185542252,spatial,layer5,108
1.0,spatial,layer1,109
0.9601162214044446,spatial,layer2,109
0.996013768747112,spatial,layer3,109
1.0,spatial,layer4,109
0.9980989343526074,spatial,layer5,109
1.0,spatial,layer1,110
0.9921576052391528,spatial,layer2,110
0.9953188220659812,spatial,layer3,110
0.9999764477286778,spatial,layer4,110
0.9994098212165262,spatial,layer5,110
1.0,spatial,layer1,111
0.9912684790602324,spatial,layer2,111
0.9969218733237069,spatial,layer3,111
0.9994641858274208,spatial,layer4,111
0.9992792983602378,spatial,layer5,111
1.0,spatial,layer1,112
0.9931116879111964,spatial,layer2,112
0.991362484089709,spatial,layer3,112
0.9998410268487988,spatial,layer4,112
0.9963113783363372,spatial,layer5,112
1.0,spatial,layer1,113
0.9693709763154252,spatial,layer2,113
0.9815014778063818,spatial,layer3,113
1.0,spatial,layer4,113
0.9954544662341446,spatial,layer5,113
1.0,spatial,layer1,114
0.9898640967846928,spatial,layer2,114
0.9843789776636628,spatial,layer3,114
0.9987929816297691,spatial,layer4,114
1.0,spatial,layer5,114
1.0,spatial,layer1,115
0.9843458459012276,spatial,layer2,115
0.9864425578181876,spatial,layer3,115
0.9999528954573556,spatial,layer4,115
0.998150002367112,spatial,layer5,115
1.0,spatial,layer1,116
0.9949435003393948,spatial,layer2,116
0.9990364802287506,spatial,layer3,116
0.9998940147790504,spatial,layer4,116
0.9995970885832828,spatial,layer5,116
1.0,spatial,layer1,117
0.9869484886584404,spatial,layer2,117
0.997808641944342,spatial,layer3,117
1.0,spatial,layer4,117
0.9966178149233864,spatial,layer5,117
0.9999544289376244,spatial,layer1,118
0.9951953539715191,spatial,layer2,118
0.9918655016830658,spatial,layer3,118
1.0,spatial,layer4,118
0.999858131880604,spatial,layer5,118
1.0,spatial,layer1,119
0.9926957103245458,spatial,layer2,119
0.9855428737868926,spatial,layer3,119
0.9997232689590202,spatial,layer4,119
0.9993700934736,spatial,layer5,119
1.0,spatial,layer1,120
0.992745329954882,spatial,layer2,120
0.9921341275748338,spatial,layer3,120
0.999935231253864,spatial,layer4,120
0.9972817736628512,spatial,layer5,120
1.0,spatial,layer1,121
0.9889062143584167,spatial,layer2,121
0.986429800267192,spatial,layer3,121
0.9999470073895252,spatial,layer4,121
1.0,spatial,layer5,121
1.0,spatial,layer1,122
0.9926765927860342,spatial,layer2,122
0.9960563873120976,spatial,layer3,122
1.0,spatial,layer4,122
0.9993133439716028,spatial,layer5,122
0.9999658197561808,spatial,layer1,123
0.9915203318913506,spatial,layer2,123
0.9948754344385204,spatial,layer3,123
0.9999352331606218,spatial,layer4,123
0.9992906482928408,spatial,layer5,123
1.0,spatial,layer1,124
0.9970729390164648,spatial,layer2,124
0.9708557744887034,spatial,layer3,124
0.9999587835251862,spatial,layer4,124
0.9996538319666316,spatial,layer5,124
1.0,spatial,layer1,125
0.9957906925410028,spatial,layer2,125
0.9933918084244636,spatial,layer3,125
1.0,spatial,layer4,125
0.999994325114207,spatial,layer5,125
0.9999772144688124,spatial,layer1,126
0.9987673469401308,spatial,layer2,126
0.991955045010198,spatial,layer3,126
1.0,spatial,layer4,126
1.0,spatial,layer5,126
0.9999772131707874,spatial,layer1,127
0.9952984051471516,spatial,layer2,127
0.995502154572664,spatial,layer3,127
1.0,spatial,layer4,127
0.998093260593934,spatial,layer5,127
1.0,spatial,layer1,128
0.9913638415244548,spatial,layer2,128
0.9962652870862572,spatial,layer3,128
1.0,spatial,layer4,128
0.9980932599498658,spatial,layer5,128
1.0,spatial,layer1,129
0.9965081527837304,spatial,layer2,129
0.9891838663177256,spatial,layer3,129
1.0,spatial,layer4,129
1.0,spatial,layer5,129
1.0,spatial,layer1,130
0.9875094726611058,spatial,layer2,130
0.9985078389310426,spatial,layer3,130
1.0,spatial,layer4,130
1.0,spatial,layer5,130
1.0,spatial,layer1,131
0.992440017179162,spatial,layer2,131
0.99435102454321,spatial,layer3,131
1.0,spatial,layer4,131
1.0,spatial,layer5,131
1.0,spatial,layer1,132
0.9881964091120268,spatial,layer2,132
0.993485601421001,spatial,layer3,132
1.0,spatial,layer4,132
1.0,spatial,layer5,132
1.0,spatial,layer1,133
0.994577135174026,spatial,layer2,133
0.996414517361444,spatial,layer3,133
1.0,spatial,layer4,133
0.9964418844468496,spatial,layer5,133
1.0,spatial,layer1,134
0.9898907682471428,spatial,layer2,134
0.9963590981680412,spatial,layer3,134
1.0,spatial,layer4,134
0.9974747258984594,spatial,layer5,134
1.0,spatial,layer1,135
0.9909784056430182,spatial,layer2,135
0.9902454486577774,spatial,layer3,135
0.9999882238643388,spatial,layer4,135
0.9958176758316843,spatial,layer5,135
1.0,spatial,layer1,136
0.9525031071971216,spatial,layer2,136
0.9939972060529818,spatial,layer3,136
1.0,spatial,layer4,136
0.9982805339183224,spatial,layer5,136
1.0,spatial,layer1,137
0.98961602630413,spatial,layer2,137
0.9947390269666258,spatial,layer3,137
0.9994759773904852,spatial,layer4,137
0.9955963295230286,spatial,layer5,137
1.0,spatial,layer1,138
0.9943328758802362,spatial,layer2,138
0.9967086902543066,spatial,layer3,138
0.9999882240376806,spatial,layer4,138
0.993734978415162,spatial,layer5,138
1.0,spatial,layer1,139
0.98521209003167,spatial,layer2,139
0.9934003285749397,spatial,layer3,139
0.9997998103739852,spatial,layer4,139
0.9995119628811332,spatial,layer5,139
1.0,spatial,layer1,140
0.994279417100734,spatial,layer2,140
0.994508791418268,spatial,layer3,140
0.9996231688590936,spatial,layer4,140
0.9980535325289738,spatial,layer5,140
0.9999772144688124,spatial,layer1,141
0.9842504062491498,spatial,layer2,141
0.99691760057062,spatial,layer3,141
1.0,spatial,layer4,141
1.0,spatial,layer5,141
1.0,spatial,layer1,142
0.994775529225642,spatial,layer2,142
0.98761919531566,spatial,layer3,142
1.0,spatial,layer4,142
1.0,spatial,layer5,142
0.9999886072344062,spatial,layer1,143
0.9954548399533556,spatial,layer2,143
0.9908891989142424,spatial,layer3,143
1.0,spatial,layer4,143
1.0,spatial,layer5,143
1.0,spatial,layer1,144
0.9949816394413302,spatial,layer2,144
0.9932255168548972,spatial,layer3,144
1.0,spatial,layer4,144
0.9980648861649696,spatial,layer5,144
1.0,spatial,layer1,145
0.9947412192967064,spatial,layer2,145
0.9950545053704348,spatial,layer3,145
1.0,spatial,layer4,145
0.9980478592533516,spatial,layer5,145
1.0,spatial,layer1,146
0.9843190858912,spatial,layer2,146
0.994717689829218,spatial,layer3,146
1.0,spatial,layer4,146
0.9999829753426211,spatial,layer5,146
1.0,spatial,layer1,147
0.9907723137776502,spatial,layer2,147
0.990765553355614,spatial,layer3,147
1.0,spatial,layer4,147
1.0,spatial,layer5,147
1.0,spatial,layer1,148
0.9903105533068112,spatial,layer2,148
0.993720080368,spatial,layer3,148
0.9999234551182028,spatial,layer4,148
0.9980819108223482,spatial,layer5,148
1.0,spatial,layer1,149
0.9929399501757346,spatial,layer2,149
0.9913411011484607,spatial,layer3,149
1.0,spatial,layer4,149
0.999994325114207,spatial,layer5,149
1.0,spatial,layer1,150
0.9908944614471812,spatial,layer2,150
0.9975869511751128,spatial,layer3,150
1.0,spatial,layer4,150
1.0,spatial,layer5,150
1.0,spatial,layer1,151
0.9961265071900908,spatial,layer2,151
0.9957750142297264,spatial,layer3,151
1.0,spatial,layer4,151
0.998121630997472,spatial,layer5,151
1.0,spatial,layer1,152
0.9933177741695222,spatial,layer2,152
0.9945770180561356,spatial,layer3,152
1.0,spatial,layer4,152
1.0,spatial,layer5,152
1.0,spatial,layer1,153
0.9913371203996296,spatial,layer2,153
0.995770754926974,spatial,layer3,153
