accuracy,split_method,layer,seed
0.99985245464399,spatial,layer5,186
1.0,spatial,layer1,187
1.0,spatial,layer2,187
0.9998209390467988,spatial,layer3,187
1.0,spatial,layer4,187
1.0,spatial,layer5,187
1.0,spatial,layer1,188
0.9998626153458658,spatial,layer2,188
0.9999062061673708,spatial,layer3,188
1.0,spatial,layer4,188
1.0,spatial,layer5,188
1.0,spatial,layer1,189
1.0,spatial,layer2,189
1.0,spatial,layer3,189
1.0,spatial,layer4,189
1.0,spatial,layer5,189
1.0,spatial,layer1,190
0.9888451293323868,spatial,layer2,190
1.0,spatial,layer3,190
1.0,spatial,layer4,190
0.9998467798226052,spatial,layer5,190
1.0,spatial,layer1,191
0.9998587991054732,spatial,layer2,191
1.0,spatial,layer3,191
1.0,spatial,layer4,191
0.999892178393685,spatial,layer5,191
1.0,spatial,layer1,192
0.999881696547829,spatial,layer2,192
1.0,spatial,layer3,192
1.0,spatial,layer4,192
1.0,spatial,layer5,192
1.0,spatial,layer1,193
1.0,spatial,layer2,193
0.9998465191829704,spatial,layer3,193
1.0,spatial,layer4,193
1.0,spatial,layer5,193
1.0,spatial,layer1,194
0.9997939230187988,spatial,layer2,194
1.0,spatial,layer3,194
1.0,spatial,layer4,194
1.0,spatial,layer5,194
1.0,spatial,layer1,195
1.0,spatial,layer2,195
1.0,spatial,layer3,195
1.0,spatial,layer4,195
1.0,spatial,layer5,195
1.0,spatial,layer1,196
1.0,spatial,layer2,196
1.0,spatial,layer3,196
1.0,spatial,layer4,196
0.9998865035723,spatial,layer5,196
1.0,spatial,layer1,197
1.0,spatial,layer2,197
1.0,spatial,layer3,197
1.0,spatial,layer4,197
1.0,spatial,layer5,197
1.0,spatial,layer1,198
0.9998168204611544,spatial,layer2,198
1.0,spatial,layer3,198
1.0,spatial,layer4,198
1.0,spatial,layer5,198
1.0,spatial,layer1,199
1.0,spatial,layer2,199
0.9998976794553136,spatial,layer3,199
1.0,spatial,layer4,199
1.0,spatial,layer5,199
1.0,spatial,layer1,200
1.0,spatial,layer2,200
0.9998550458950276,spatial,layer3,200
0.9997468145740596,spatial,layer4,200
1.0,spatial,layer5,200
1.0,spatial,layer1,201
1.0,spatial,layer2,201
1.0,spatial,layer3,201
1.0,spatial,layer4,201
0.99992055250061,spatial,layer5,201
1.0,spatial,layer1,202
0.9998740640670436,spatial,layer2,202
1.0,spatial,layer3,202
1.0,spatial,layer4,202
1.0,spatial,layer5,202
1.0,spatial,layer1,203
1.0,spatial,layer2,203
1.0,spatial,layer3,203
1.0,spatial,layer4,203
0.9985245464399009,spatial,layer5,203
1.0,spatial,layer1,204
1.0,spatial,layer2,204
1.0,spatial,layer3,204
1.0,spatial,layer4,204
1.0,spatial,layer5,204
1.0,spatial,layer1,205
1.0,spatial,layer2,205
0.9998507825389992,spatial,layer3,205
1.0,spatial,layer4,205
1.0,spatial,layer5,205
1.0,spatial,layer1,206
0.9997939230187988,spatial,layer2,206
0.9999104695233996,spatial,layer3,206
1.0,spatial,layer4,206
1.0,spatial,layer5,206
1.0,spatial,layer1,207
1.0,spatial,layer2,207
1.0,spatial,layer3,207
1.0,spatial,layer4,207
1.0,spatial,layer5,207
1.0,spatial,layer1,208
0.9962295544920966,spatial,layer2,208
1.0,spatial,layer3,208
1.0,spatial,layer4,208
1.0,spatial,layer5,208
1.0,spatial,layer1,209
0.9998053717399766,spatial,layer2,209
1.0,spatial,layer3,209
1.0,spatial,layer4,209
0.999994325178615,spatial,layer5,209
1.0,spatial,layer1,210
1.0,spatial,layer2,210
0.9998976794553136,spatial,layer3,210
1.0,spatial,layer4,210
1.0,spatial,layer5,210
1.0,spatial,layer1,211
0.9998740640670436,spatial,layer2,211
0.9999232595914852,spatial,layer3,211
0.9994995171812808,spatial,layer4,211
1.0,spatial,layer5,211
1.0,spatial,layer1,212
0.9998702478266512,spatial,layer2,212
0.9999104695233996,spatial,layer3,212
1.0,spatial,layer4,212
1.0,spatial,layer5,212
1.0,spatial,layer1,213
0.987001885222754,spatial,layer2,213
0.9999360496595712,spatial,layer3,213
1.0,spatial,layer4,213
1.0,spatial,layer5,213
1.0,spatial,layer1,214
1.0,spatial,layer2,214
1.0,spatial,layer3,214
1.0,spatial,layer4,214
1.0,spatial,layer5,214
1.0,spatial,layer1,215
0.9969928025706196,spatial,layer2,215
0.9999019428113424,spatial,layer3,215
1.0,spatial,layer4,215
0.9986039939392908,spatial,layer5,215
1.0,spatial,layer1,216
0.999900777749792,spatial,layer2,216
1.0,spatial,layer3,216
1.0,spatial,layer4,216
0.9998865035723,spatial,layer5,216
1.0,spatial,layer1,217
1.0,spatial,layer2,217
0.999842255826942,spatial,layer3,217
1.0,spatial,layer4,217
1.0,spatial,layer5,217
1.0,spatial,layer1,218
1.0,spatial,layer2,218
1.0,spatial,layer3,218
1.0,spatial,layer4,218
1.0,spatial,layer5,218
1.0,spatial,layer1,219
1.0,spatial,layer2,219
1.0,spatial,layer3,219
0.9980333969240914,spatial,layer4,219
1.0,spatial,layer5,219
1.0,spatial,layer1,220
1.0,spatial,layer2,220
0.999829465758856,spatial,layer3,220
1.0,spatial,layer4,220
1.0,spatial,layer5,220
1.0,spatial,layer1,221
1.0,spatial,layer2,221
1.0,spatial,layer3,221
1.0,spatial,layer4,221
1.0,spatial,layer5,221
1.0,spatial,layer1,222
0.9998473503842954,spatial,layer2,222
0.9998976794553136,spatial,layer3,222
1.0,spatial,layer4,222
1.0,spatial,layer5,222
0.9999886068450076,spatial,layer1,223
0.9999274914325404,spatial,layer2,223
0.9998976794553136,spatial,layer3,223
1.0,spatial,layer4,223
0.99981840571568,spatial,layer5,223
1.0,spatial,layer1,224
0.999763393095658,spatial,layer2,224
1.0,spatial,layer3,224
1.0,spatial,layer4,224
0.999994325178615,spatial,layer5,224
1.0,spatial,layer1,225
0.999851166624688,spatial,layer2,225
1.0,spatial,layer3,225
1.0,spatial,layer4,225
1.0,spatial,layer5,225
1.0,spatial,layer1,226
1.0,spatial,layer2,226
1.0,spatial,layer3,226
1.0,spatial,layer4,226
1.0,spatial,layer5,226
1.0,spatial,layer1,227
1.0,spatial,layer2,227
0.999927522947514,spatial,layer3,227
1.0,spatial,layer4,227
0.999994325178615,spatial,layer5,227
1.0,spatial,layer1,228
1.0,spatial,layer2,228
1.0,spatial,layer3,228
1.0,spatial,layer4,228
1.0,spatial,layer5,228
1.0,spatial,layer1,229
1.0,spatial,layer2,229
1.0,spatial,layer3,229
1.0,spatial,layer4,229
0.99982975535845,spatial,layer5,229
1.0,spatial,layer1,230
0.9941916821224402,spatial,layer2,230
1.0,spatial,layer3,230
1.0,spatial,layer4,230
1.0,spatial,layer5,230
1.0,spatial,layer1,231
1.0,spatial,layer2,231
1.0,spatial,layer3,231
1.0,spatial,layer4,231
1.0,spatial,layer5,231
1.0,spatial,layer1,232
1.0,spatial,layer2,232
1.0,spatial,layer3,232
1.0,spatial,layer4,232
1.0,spatial,layer5,232
1.0,spatial,layer1,233
1.0,spatial,layer2,233
1.0,spatial,layer3,233
1.0,spatial,layer4,233
1.0,spatial,layer5,233
1.0,spatial,layer1,234
1.0,spatial,layer2,234
0.9999403130155996,spatial,layer3,234
1.0,spatial,layer4,234
1.0,spatial,layer5,234
1.0,spatial,layer1,235
1.0,spatial,layer2,235
1.0,spatial,layer3,235
1.0,spatial,layer4,235
0.9984450989405108,spatial,layer5,235
1.0,spatial,layer1,236
1.0,spatial,layer2,236
0.9998934160992852,spatial,layer3,236
1.0,spatial,layer4,236
0.99982975535845,spatial,layer5,236
1.0,spatial,layer1,237
1.0,spatial,layer2,237
0.9998891527432564,spatial,layer3,237
1.0,spatial,layer4,237
0.999994325178615,spatial,layer5,237
1.0,spatial,layer1,238
1.0,spatial,layer2,238
0.9997825688425416,spatial,layer3,238
1.0,spatial,layer4,238
0.9998581294653752,spatial,layer5,238
1.0,spatial,layer1,239
0.9999045939901846,spatial,layer2,239
0.999914732879428,spatial,layer3,239
1.0,spatial,layer4,239
0.9998581294653752,spatial,layer5,239
1.0,spatial,layer1,240
1.0,spatial,layer2,240
0.9999062061673708,spatial,layer3,240
1.0,spatial,layer4,240
1.0,spatial,layer5,240
1.0,spatial,layer1,241
0.9998969615093994,spatial,layer2,241
1.0,spatial,layer3,241
1.0,spatial,layer4,241
0.99986380428676,spatial,layer5,241
1.0,spatial,layer1,242
1.0,spatial,layer2,242
1.0,spatial,layer3,242
1.0,spatial,layer4,242
0.99987515392953,spatial,layer5,242
1.0,spatial,layer1,243
0.9998587991054732,spatial,layer2,243
0.9999531030836856,spatial,layer3,243
1.0,spatial,layer4,243
0.99980705607291,spatial,layer5,243
1.0,spatial,layer1,244
0.9937146520733634,spatial,layer2,244
1.0,spatial,layer3,244
1.0,spatial,layer4,244
0.9985926442965208,spatial,layer5,244
1.0,spatial,layer1,245
0.9998855127882216,spatial,layer2,245
1.0,spatial,layer3,245
1.0,spatial,layer4,245
1.0,spatial,layer5,245
0.9999316410700452,spatial,layer1,246
1.0,spatial,layer2,246
0.9998806260311992,spatial,layer3,246
1.0,spatial,layer4,246
1.0,spatial,layer5,246
1.0,spatial,layer1,247
1.0,spatial,layer2,247
1.0,spatial,layer3,247
1.0,spatial,layer4,247
1.0,spatial,layer5,247
1.0,spatial,layer1,248
0.999900777749792,spatial,layer2,248
1.0,spatial,layer3,248
1.0,spatial,layer4,248
1.0,spatial,layer5,248
1.0,spatial,layer1,249
1.0,spatial,layer2,249
0.9999019428113424,spatial,layer3,249
1.0,spatial,layer4,249
1.0,spatial,layer5,249
1.0,spatial,layer1,250
0.9938444042467124,spatial,layer2,250
1.0,spatial,layer3,250
1.0,spatial,layer4,250
0.9997957064301402,spatial,layer5,250
1.0,spatial,layer1,251
0.999832085422725,spatial,layer2,251
1.0,spatial,layer3,251
1.0,spatial,layer4,251
1.0,spatial,layer5,251
1.0,spatial,layer1,252
0.9911081598852076,spatial,layer2,252
0.9938096070464748,spatial,layer3,252
1.0,spatial,layer4,252
1.0,spatial,layer5,252
1.0,spatial,layer1,253
0.9931193185721154,spatial,layer2,253
0.9853042117694206,spatial,layer3,253
1.0,spatial,layer4,253
1.0,spatial,layer5,253
1.0,spatial,layer1,254
0.9958631954144056,spatial,layer2,254
0.9990151647573936,spatial,layer3,254
1.0,spatial,layer4,254
0.99981840571568,spatial,layer5,254
1.0,spatial,layer1,255
0.9952678619131576,spatial,layer2,255
0.999829465758856,spatial,layer3,255
1.0,spatial,layer4,255
1.0,spatial,layer5,255
1.0,spatial,layer1,256
0.9985078500064876,spatial,layer2,256
0.9998593092510564,spatial,layer3,256
1.0,spatial,layer4,256
0.9996084373244352,spatial,layer5,256
1.0,spatial,layer1,257
0.9899289416038896,spatial,layer2,257
0.986254940163798,spatial,layer3,257
1.0,spatial,layer4,257
0.9998865035723,spatial,layer5,257
1.0,spatial,layer1,258
0.9963707553866232,spatial,layer2,258
0.990185754422166,spatial,layer3,258
1.0,spatial,layer4,258
1.0,spatial,layer5,258
1.0,spatial,layer1,259
0.993569634938444,spatial,layer2,259
0.9959626018409172,spatial,layer3,259
1.0,spatial,layer4,259
0.999892178393685,spatial,layer5,259
1.0,spatial,layer1,260
0.9947831993832956,spatial,layer2,260
1.0,spatial,layer3,260
1.0,spatial,layer4,260
1.0,spatial,layer5,260
1.0,spatial,layer1,261
0.996344041703875,spatial,layer2,261
0.9084529559979024,spatial,layer3,261
1.0,spatial,layer4,261
1.0,spatial,layer5,261
1.0,spatial,layer1,262
0.9870438638670728,spatial,layer2,262
0.9956599035628866,spatial,layer3,262
1.0,spatial,layer4,262
1.0,spatial,layer5,262
1.0,spatial,layer1,263
0.99700806753219,spatial,layer2,263
1.0,spatial,layer3,263
1.0,spatial,layer4,263
1.0,spatial,layer5,263
1.0,spatial,layer1,264
0.9873720605408376,spatial,layer2,264
0.9991089585900228,spatial,layer3,264
1.0,spatial,layer4,264
1.0,spatial,layer5,264
1.0,spatial,layer1,265
0.9933559254764576,spatial,layer2,265
0.9971520781728962,spatial,layer3,265
1.0,spatial,layer4,265
0.9998581294653752,spatial,layer5,265
1.0,spatial,layer1,266
0.9965463024446836,spatial,layer2,266
1.0,spatial,layer3,266
1.0,spatial,layer4,266
1.0,spatial,layer5,266
1.0,spatial,layer1,267
0.9917263908288112,spatial,layer2,267
1.0,spatial,layer3,267
1.0,spatial,layer4,267
1.0,spatial,layer5,267
1.0,spatial,layer1,268
0.9967142170219586,spatial,layer2,268
0.992543390305981,spatial,layer3,268
1.0,spatial,layer4,268
0.999994325178615,spatial,layer5,268
1.0,spatial,layer1,269
0.9977598668895352,spatial,layer2,269
1.0,spatial,layer3,269
1.0,spatial,layer4,269
1.0,spatial,layer5,269
1.0,spatial,layer1,270
0.993233805783894,spatial,layer2,270
0.9898660027200212,spatial,layer3,270
1.0,spatial,layer4,270
1.0,spatial,layer5,270
1.0,spatial,layer1,271
0.9901998946717652,spatial,layer2,271
0.9955916898664292,spatial,layer3,271
1.0,spatial,layer4,271
1.0,spatial,layer5,271
1.0,spatial,layer1,272
0.9922492157625992,spatial,layer2,272
0.9905353496165112,spatial,layer3,272
1.0,spatial,layer4,272
1.0,spatial,layer5,272
1.0,spatial,layer1,273
1.0,spatial,layer2,273
0.9998891527432564,spatial,layer3,273
0.9980333969240914,spatial,layer4,273
1.0,spatial,layer5,273
1.0,spatial,layer1,274
0.9994122989795372,spatial,layer2,274
0.999884889387228,spatial,layer3,274
1.0,spatial,layer4,274
1.0,spatial,layer5,274
1.0,spatial,layer1,275
0.9921652584739618,spatial,layer2,275
1.0,spatial,layer3,275
1.0,spatial,layer4,275
0.999892178393685,spatial,layer5,275
1.0,spatial,layer1,276
0.9930277288026929,spatial,layer2,276
1.0,spatial,layer3,276
1.0,spatial,layer4,276
1.0,spatial,layer5,276
1.0,spatial,layer1,277
0.9933673741976354,spatial,layer2,277
1.0,spatial,layer3,277
1.0,spatial,layer4,277
1.0,spatial,layer5,277
1.0,spatial,layer1,278
0.9913066043856236,spatial,layer2,278
1.0,spatial,layer3,278
1.0,spatial,layer4,278
1.0,spatial,layer5,278
1.0,spatial,layer1,279
0.896358543417367,spatial,layer2,279
0.897560081344833,spatial,layer3,279
1.0,spatial,layer4,279
0.9993360458979552,spatial,layer5,279
1.0,spatial,layer1,280
0.9968668666376632,spatial,layer2,280
1.0,spatial,layer3,280
1.0,spatial,layer4,280
1.0,spatial,layer5,280
1.0,spatial,layer1,281
0.9911196086063854,spatial,layer2,281
1.0,spatial,layer3,281
1.0,spatial,layer4,281
0.9998865035723,spatial,layer5,281
1.0,spatial,layer1,282
0.9969355589647304,spatial,layer2,282
0.993745656706046,spatial,layer3,282
1.0,spatial,layer4,282
1.0,spatial,layer5,282
1.0,spatial,layer1,283
0.9931460322548638,spatial,layer2,283
1.0,spatial,layer3,283
1.0,spatial,layer4,283
0.999994325178615,spatial,layer5,283
1.0,spatial,layer1,284
0.9931651134568268,spatial,layer2,284
0.9565990356288664,spatial,layer3,284
1.0,spatial,layer4,284
1.0,spatial,layer5,284
1.0,spatial,layer1,285
0.9886237873896152,spatial,layer2,285
0.9951312474153404,spatial,layer3,285
1.0,spatial,layer4,285
1.0,spatial,layer5,285
0.9964795151073236,spatial,layer1,286
0.993371190438028,spatial,layer2,286
0.9736354063191464,spatial,layer3,286
1.0,spatial,layer4,286
1.0,spatial,layer5,286
1.0,spatial,layer1,287
0.8993123134812508,spatial,layer2,287
0.9973439291941832,spatial,layer3,287
1.0,spatial,layer4,287
0.99987515392953,spatial,layer5,287
1.0,spatial,layer1,288
0.9925964936383272,spatial,layer2,288
0.9982434973162174,spatial,layer3,288
1.0,spatial,layer4,288
0.99981840571568,spatial,layer5,288
1.0,spatial,layer1,289
0.9913523992703348,spatial,layer2,289
0.9942188892252204,spatial,layer3,289
1.0,spatial,layer4,289
0.9998581294653752,spatial,layer5,289
1.0,spatial,layer1,290
0.9928903441485586,spatial,layer2,290
0.9931104166577848,spatial,layer3,290
1.0,spatial,layer4,290
1.0,spatial,layer5,290
1.0,spatial,layer1,291
0.997641563437364,spatial,layer2,291
0.9922023218236932,spatial,layer3,291
1.0,spatial,layer4,291
0.99981840571568,spatial,layer5,291
1.0,spatial,layer1,292
0.9877040734549952,spatial,layer2,292
0.9977532113729284,spatial,layer3,292
1.0,spatial,layer4,292
0.99986380428676,spatial,layer5,292
1.0,spatial,layer1,293
0.9885856249856892,spatial,layer2,293
0.9937158132138456,spatial,layer3,293
1.0,spatial,layer4,293
1.0,spatial,layer5,293
1.0,spatial,layer1,294
0.9923598867339852,spatial,layer2,294
1.0,spatial,layer3,294
1.0,spatial,layer4,294
0.999994325178615,spatial,layer5,294
1.0,spatial,layer1,295
0.9943061693342188,spatial,layer2,295
1.0,spatial,layer3,295
1.0,spatial,layer4,295
0.9944046261143932,spatial,layer5,295
1.0,spatial,layer1,296
0.9917607369923446,spatial,layer2,296
0.9905950366009116,spatial,layer3,296
1.0,spatial,layer4,296
1.0,spatial,layer5,296
1.0,spatial,layer1,297
0.9917263908288112,spatial,layer2,297
0.9945599577075082,spatial,layer3,297
1.0,spatial,layer4,297
1.0,spatial,layer5,297
1.0,spatial,layer1,298
0.9927644082156024,spatial,layer2,298
0.9959839186210602,spatial,layer3,298
1.0,spatial,layer4,298
0.9998240805370652,spatial,layer5,298
1.0,spatial,layer1,299
0.9876201161663576,spatial,layer2,299
0.9998209390467988,spatial,layer3,299
1.0,spatial,layer4,299
0.999994325178615,spatial,layer5,299
1.0,spatial,layer1,300
0.993084972408582,spatial,layer2,300
0.9951312474153404,spatial,layer3,300
1.0,spatial,layer4,300
1.0,spatial,layer5,300
1.0,spatial,layer1,301
0.8204153596043322,spatial,layer2,301
0.92446185788529,spatial,layer3,301
1.0,spatial,layer4,301
0.9997276085735202,spatial,layer5,301
1.0,spatial,layer1,302
0.9994199314603226,spatial,layer2,302
0.9998976794553136,spatial,layer3,302
1.0,spatial,layer4,302
1.0,spatial,layer5,302
1.0,spatial,layer1,303
0.874987597218724,spatial,layer2,303
1.0,spatial,layer3,303
1.0,spatial,layer4,303
0.9998127308942952,spatial,layer5,303
1.0,spatial,layer1,304
0.995412879048077,spatial,layer2,304
0.9976253106920706,spatial,layer3,304
1.0,spatial,layer4,304
1.0,spatial,layer5,304
1.0,spatial,layer1,305
0.9877613170608844,spatial,layer2,305
0.990207071202309,spatial,layer3,305
1.0,spatial,layer4,305
1.0,spatial,layer5,305
1.0,spatial,layer1,306
0.9935658186980514,spatial,layer2,306
0.9946708049642518,spatial,layer3,306
1.0,spatial,layer4,306
1.0,spatial,layer5,306
1.0,spatial,layer1,307
0.9909326128271472,spatial,layer2,307
0.9913283338378304,spatial,layer3,307
0.9981511575873196,spatial,layer4,307
1.0,spatial,layer5,307
1.0,spatial,layer1,308
0.9928102031003136,spatial,layer2,308
0.9885869959114416,spatial,layer3,308
1.0,spatial,layer4,308
1.0,spatial,layer5,308
1.0,spatial,layer1,309
0.9876506460894984,spatial,layer2,309
1.0,spatial,layer3,309
1.0,spatial,layer4,309
0.9998013812515252,spatial,layer5,309
1.0,spatial,layer1,310
0.996889764080019,spatial,layer2,310
0.986659958986515,spatial,layer3,310
1.0,spatial,layer4,310
0.9985188716185158,spatial,layer5,310
1.0,spatial,layer1,311
0.9655736954182218,spatial,layer2,311
1.0,spatial,layer3,311
1.0,spatial,layer4,311
1.0,spatial,layer5,311
1.0,spatial,layer1,312
1.0,spatial,layer2,312
1.0,spatial,layer3,312
1.0,spatial,layer4,312
1.0,spatial,layer5,312
1.0,spatial,layer1,313
0.9940390325067356,spatial,layer2,313
0.9953827854210278,spatial,layer3,313
1.0,spatial,layer4,313
1.0,spatial,layer5,313
1.0,spatial,layer1,314
0.988577992504904,spatial,layer2,314
0.9952463580281126,spatial,layer3,314
0.9996761581761228,spatial,layer4,314
0.9998354301798352,spatial,layer5,314
1.0,spatial,layer1,315
0.9018424808615544,spatial,layer2,315
1.0,spatial,layer3,315
1.0,spatial,layer4,315
1.0,spatial,layer5,315
1.0,spatial,layer1,316
0.9899709202482084,spatial,layer2,316
0.9945684844195654,spatial,layer3,316
0.9999823359005158,spatial,layer4,316
0.99998865035723,spatial,layer5,316
1.0,spatial,layer1,317
0.9875247101565422,spatial,layer2,317
0.9629940696717644,spatial,layer3,317
1.0,spatial,layer4,317
1.0,spatial,layer5,317
1.0,spatial,layer1,318
0.98463199993894,spatial,layer2,318
0.8043460651355534,spatial,layer3,318
1.0,spatial,layer4,318
0.9992963221482604,spatial,layer5,318
1.0,spatial,layer1,319
0.97340843694426,spatial,layer2,319
0.9000072477052486,spatial,layer3,319
1.0,spatial,layer4,319
1.0,spatial,layer5,319
1.0,spatial,layer1,320
1.0,spatial,layer2,320
0.9300425909267256,spatial,layer3,320
1.0,spatial,layer4,320
0.999994325178615,spatial,layer5,320
1.0,spatial,layer1,321
0.9999236751921478,spatial,layer2,321
1.0,spatial,layer3,321
1.0,spatial,layer4,321
0.6780900821146655,spatial,layer5,321
1.0,spatial,layer1,322
1.0,spatial,layer2,322
0.9999019428113424,spatial,layer3,322
1.0,spatial,layer4,322
1.0,spatial,layer5,322
1.0,spatial,layer1,323
1.0,spatial,layer2,323
1.0,spatial,layer3,323
1.0,spatial,layer4,323
0.9998354301798352,spatial,layer5,323
0.9998974616050677,spatial,layer1,324
1.0,spatial,layer2,324
1.0,spatial,layer3,324
1.0,spatial,layer4,324
1.0,spatial,layer5,324
1.0,spatial,layer1,325
1.0,spatial,layer2,325
0.9999104695233996,spatial,layer3,325
1.0,spatial,layer4,325
0.9984507737618958,spatial,layer5,325
0.9999316410700452,spatial,layer1,326
1.0,spatial,layer2,326
1.0,spatial,layer3,326
1.0,spatial,layer4,326
0.998371326262506,spatial,layer5,326
1.0,spatial,layer1,327
0.9999618375960738,spatial,layer2,327
1.0,spatial,layer3,327
1.0,spatial,layer4,327
1.0,spatial,layer5,327
1.0,spatial,layer1,328
0.9998893290286142,spatial,layer2,328
0.9998806260311992,spatial,layer3,328
1.0,spatial,layer4,328
0.9887581788363212,spatial,layer5,328
1.0,spatial,layer1,329
1.0,spatial,layer2,329
0.999872099319142,spatial,layer3,329
1.0,spatial,layer4,329
0.9985812946537508,spatial,layer5,329
1.0,spatial,layer1,330
0.9944473702287454,spatial,layer2,330
0.9938479772507324,spatial,layer3,330
0.8725947384535669,spatial,layer4,330
1.0,spatial,layer5,330
1.0,spatial,layer1,331
0.9911463222891336,spatial,layer2,331
0.9924495964733518,spatial,layer3,331
1.0,spatial,layer4,331
0.999994325178615,spatial,layer5,331
1.0,spatial,layer1,332
0.9994428289026782,spatial,layer2,332
0.9951014039231402,spatial,layer3,332
1.0,spatial,layer4,332
1.0,spatial,layer5,332
1.0,spatial,layer1,333
0.9951037635762752,spatial,layer2,333
0.9998976794553136,spatial,layer3,333
1.0,spatial,layer4,333
1.0,spatial,layer5,333
1.0,spatial,layer1,334
0.9999656538364664,spatial,layer2,334
0.9972586620736112,spatial,layer3,334
1.0,spatial,layer4,334
1.0,spatial,layer5,334
1.0,spatial,layer1,335
0.9976682771201124,spatial,layer2,335
0.9930038327570696,spatial,layer3,335
1.0,spatial,layer4,335
1.0,spatial,layer5,335
1.0,spatial,layer1,336
0.985971500316748,spatial,layer2,336
1.0,spatial,layer3,336
1.0,spatial,layer4,336
1.0,spatial,layer5,336
1.0,spatial,layer1,337
0.9900586937772384,spatial,layer2,337
0.988902484257558,spatial,layer3,337
1.0,spatial,layer4,337
1.0,spatial,layer5,337
1.0,spatial,layer1,338
0.987101107472962,spatial,layer2,338
0.9998038856226844,spatial,layer3,338
1.0,spatial,layer4,338
0.9997730071446002,spatial,layer5,338
1.0,spatial,layer1,339
0.9912875231836604,spatial,layer2,339
0.999914732879428,spatial,layer3,339
1.0,spatial,layer4,339
0.9997446330376752,spatial,layer5,339
1.0,spatial,layer1,340
0.9959013578183316,spatial,layer2,340
0.9999189962354568,spatial,layer3,340
1.0,spatial,layer4,340
1.0,spatial,layer5,340
1.0,spatial,layer1,341
0.9937757119196452,spatial,layer2,341
0.994009984779819,spatial,layer3,341
1.0,spatial,layer4,341
1.0,spatial,layer5,341
1.0,spatial,layer1,342
1.0,spatial,layer2,342
0.9980388562268446,spatial,layer3,342
1.0,spatial,layer4,342
1.0,spatial,layer5,342
1.0,spatial,layer1,343
1.0,spatial,layer2,343
1.0,spatial,layer3,343
1.0,spatial,layer4,343
1.0,spatial,layer5,343
1.0,spatial,layer1,344
0.9976301147161862,spatial,layer2,344
1.0,spatial,layer3,344
1.0,spatial,layer4,344
0.9998581294653752,spatial,layer5,344
1.0,spatial,layer1,345
0.9842923545439974,spatial,layer2,345
0.992351539284694,spatial,layer3,345
1.0,spatial,layer4,345
1.0,spatial,layer5,345
1.0,spatial,layer1,346
0.991924835329227,spatial,layer2,346
0.9986357260708484,spatial,layer3,346
1.0,spatial,layer4,346
1.0,spatial,layer5,346
1.0,spatial,layer1,347
0.9953289217594394,spatial,layer2,347
0.9897423653951918,spatial,layer3,347
1.0,spatial,layer4,347
0.9998865035723,spatial,layer5,347
1.0,spatial,layer1,348
0.9983971790351018,spatial,layer2,348
0.9923259591485224,spatial,layer3,348
1.0,spatial,layer4,348
1.0,spatial,layer5,348
1.0,spatial,layer1,349
1.0,spatial,layer2,349
0.999842255826942,spatial,layer3,349
1.0,spatial,layer4,349
1.0,spatial,layer5,349
1.0,spatial,layer1,350
0.999881696547829,spatial,layer2,350
0.9999019428113424,spatial,layer3,350
1.0,spatial,layer4,350
1.0,spatial,layer5,350
1.0,spatial,layer1,351
1.0,spatial,layer2,351
1.0,spatial,layer3,351
1.0,spatial,layer4,351
1.0,spatial,layer5,351
1.0,spatial,layer1,352
0.9914859676840764,spatial,layer2,352
1.0,spatial,layer3,352
1.0,spatial,layer4,352
1.0,spatial,layer5,352
1.0,spatial,layer1,353
0.999851166624688,spatial,layer2,353
1.0,spatial,layer3,353
1.0,spatial,layer4,353
1.0,spatial,layer5,353
1.0,spatial,layer1,354
0.9948824216335036,spatial,layer2,354
1.0,spatial,layer3,354
1.0,spatial,layer4,354
0.9998240805370652,spatial,layer5,354
1.0,spatial,layer1,355
0.9954205115288622,spatial,layer2,355
0.9912857002775444,spatial,layer3,355
1.0,spatial,layer4,355
1.0,spatial,layer5,355
1.0,spatial,layer1,356
0.9863760217983653,spatial,layer2,356
0.9918868334775768,spatial,layer3,356
1.0,spatial,layer4,356
1.0,spatial,layer5,356
1.0,spatial,layer1,357
0.9949587464413558,spatial,layer2,357
0.9920104708024062,spatial,layer3,357
1.0,spatial,layer4,357
1.0,spatial,layer5,357
1.0,spatial,layer1,358
1.0,spatial,layer2,358
0.9933022676790716,spatial,layer3,358
1.0,spatial,layer4,358
1.0,spatial,layer5,358
1.0,spatial,layer1,359
1.0,spatial,layer2,359
0.9975656237076702,spatial,layer3,359
1.0,spatial,layer4,359
0.99984110500122,spatial,layer5,359
1.0,spatial,layer1,360
0.9924972713881192,spatial,layer2,360
1.0,spatial,layer3,360
1.0,spatial,layer4,360
1.0,spatial,layer5,360
1.0,spatial,layer1,361
0.9935391050153032,spatial,layer2,361
0.995890124788431,spatial,layer3,361
1.0,spatial,layer4,361
1.0,spatial,layer5,361
1.0,spatial,layer1,362
0.9964585289156536,spatial,layer2,362
0.9985803024424766,spatial,layer3,362
1.0,spatial,layer4,362
1.0,spatial,layer5,362
1.0,spatial,layer1,363
0.9960234775108954,spatial,layer2,363
0.9983713979970752,spatial,layer3,363
1.0,spatial,layer4,363
0.9998865035723,spatial,layer5,363
1.0,spatial,layer1,364
0.9868683168090124,spatial,layer2,364
1.0,spatial,layer3,364
1.0,spatial,layer4,364
0.999892178393685,spatial,layer5,364
1.0,spatial,layer1,365
0.9987291919492592,spatial,layer2,365
