accuracy,split_method,layer,seed
1.0,spatial,layer3,544
1.0,spatial,layer4,544
0.9985415709040558,spatial,layer5,544
1.0,spatial,layer1,545
1.0,spatial,layer2,545
1.0,spatial,layer3,545
1.0,spatial,layer4,545
0.9998354301798352,spatial,layer5,545
1.0,spatial,layer1,546
1.0,spatial,layer2,546
1.0,spatial,layer3,546
1.0,spatial,layer4,546
0.999994325178615,spatial,layer5,546
1.0,spatial,layer1,547
1.0,spatial,layer2,547
1.0,spatial,layer3,547
1.0,spatial,layer4,547
1.0,spatial,layer5,547
1.0,spatial,layer1,548
1.0,spatial,layer2,548
0.9998635726070848,spatial,layer3,548
1.0,spatial,layer4,548
1.0,spatial,layer5,548
1.0,spatial,layer1,549
1.0,spatial,layer2,549
0.9998934160992852,spatial,layer3,549
1.0,spatial,layer4,549
1.0,spatial,layer5,549
1.0,spatial,layer1,550
0.9999084102305772,spatial,layer2,550
1.0,spatial,layer3,550
1.0,spatial,layer4,550
1.0,spatial,layer5,550
1.0,spatial,layer1,551
1.0,spatial,layer2,551
1.0,spatial,layer3,551
1.0,spatial,layer4,551
1.0,spatial,layer5,551
1.0,spatial,layer1,552
0.9998473503842954,spatial,layer2,552
1.0,spatial,layer3,552
1.0,spatial,layer4,552
1.0,spatial,layer5,552
1.0,spatial,layer1,553
0.8943550172112442,spatial,layer2,553
1.0,spatial,layer3,553
1.0,spatial,layer4,553
1.0,spatial,layer5,553
1.0,spatial,layer1,554
1.0,spatial,layer2,554
1.0,spatial,layer3,554
1.0,spatial,layer4,554
1.0,spatial,layer5,554
1.0,spatial,layer1,555
1.0,spatial,layer2,555
1.0,spatial,layer3,555
1.0,spatial,layer4,555
1.0,spatial,layer5,555
1.0,spatial,layer1,556
1.0,spatial,layer2,556
1.0,spatial,layer3,556
1.0,spatial,layer4,556
0.999994325178615,spatial,layer5,556
1.0,spatial,layer1,557
1.0,spatial,layer2,557
1.0,spatial,layer3,557
1.0,spatial,layer4,557
0.99984110500122,spatial,layer5,557
1.0,spatial,layer1,558
1.0,spatial,layer2,558
1.0,spatial,layer3,558
1.0,spatial,layer4,558
0.99985245464399,spatial,layer5,558
1.0,spatial,layer1,559
1.0,spatial,layer2,559
1.0,spatial,layer3,559
1.0,spatial,layer4,559
1.0,spatial,layer5,559
1.0,spatial,layer1,560
1.0,spatial,layer2,560
1.0,spatial,layer3,560
1.0,spatial,layer4,560
1.0,spatial,layer5,560
1.0,spatial,layer1,561
1.0,spatial,layer2,561
1.0,spatial,layer3,561
1.0,spatial,layer4,561
0.994433000221318,spatial,layer5,561
1.0,spatial,layer1,562
0.9998587991054732,spatial,layer2,562
1.0,spatial,layer3,562
1.0,spatial,layer4,562
1.0,spatial,layer5,562
1.0,spatial,layer1,563
0.9998931452690067,spatial,layer2,563
1.0,spatial,layer3,563
1.0,spatial,layer4,563
0.9998240805370652,spatial,layer5,563
1.0,spatial,layer1,564
0.9998740640670436,spatial,layer2,564
0.9998763626751708,spatial,layer3,564
1.0,spatial,layer4,564
1.0,spatial,layer5,564
1.0,spatial,layer1,565
0.9998778803074364,spatial,layer2,565
1.0,spatial,layer3,565
1.0,spatial,layer4,565
0.9986323680462156,spatial,layer5,565
1.0,spatial,layer1,566
1.0,spatial,layer2,566
1.0,spatial,layer3,566
1.0,spatial,layer4,566
0.9998467798226052,spatial,layer5,566
1.0,spatial,layer1,567
1.0,spatial,layer2,567
0.9999360496595712,spatial,layer3,567
1.0,spatial,layer4,567
1.0,spatial,layer5,567
1.0,spatial,layer1,568
0.9998855127882216,spatial,layer2,568
0.9998507825389992,spatial,layer3,568
1.0,spatial,layer4,568
0.9998581294653752,spatial,layer5,568
1.0,spatial,layer1,569
1.0,spatial,layer2,569
1.0,spatial,layer3,569
1.0,spatial,layer4,569
0.9998013812515252,spatial,layer5,569
1.0,spatial,layer1,570
0.9998855127882216,spatial,layer2,570
0.9998593092510564,spatial,layer3,570
1.0,spatial,layer4,570
1.0,spatial,layer5,570
1.0,spatial,layer1,571
0.9998091879803692,spatial,layer2,571
1.0,spatial,layer3,571
1.0,spatial,layer4,571
1.0,spatial,layer5,571
1.0,spatial,layer1,572
1.0,spatial,layer2,572
0.9998891527432564,spatial,layer3,572
1.0,spatial,layer4,572
1.0,spatial,layer5,572
1.0,spatial,layer1,573
1.0,spatial,layer2,573
0.999884889387228,spatial,layer3,573
1.0,spatial,layer4,573
0.999994325178615,spatial,layer5,573
1.0,spatial,layer1,574
1.0,spatial,layer2,574
1.0,spatial,layer3,574
1.0,spatial,layer4,574
1.0,spatial,layer5,574
1.0,spatial,layer1,575
1.0,spatial,layer2,575
1.0,spatial,layer3,575
1.0,spatial,layer4,575
0.999892178393685,spatial,layer5,575
1.0,spatial,layer1,576
0.9998473503842954,spatial,layer2,576
1.0,spatial,layer3,576
1.0,spatial,layer4,576
1.0,spatial,layer5,576
1.0,spatial,layer1,577
1.0,spatial,layer2,577
1.0,spatial,layer3,577
1.0,spatial,layer4,577
1.0,spatial,layer5,577
1.0,spatial,layer1,578
1.0,spatial,layer2,578
1.0,spatial,layer3,578
1.0,spatial,layer4,578
0.999994325178615,spatial,layer5,578
1.0,spatial,layer1,579
1.0,spatial,layer2,579
1.0,spatial,layer3,579
1.0,spatial,layer4,579
1.0,spatial,layer5,579
1.0,spatial,layer1,580
1.0,spatial,layer2,580
0.9998593092510564,spatial,layer3,580
1.0,spatial,layer4,580
1.0,spatial,layer5,580
1.0,spatial,layer1,581
1.0,spatial,layer2,581
1.0,spatial,layer3,581
1.0,spatial,layer4,581
1.0,spatial,layer5,581
1.0,spatial,layer1,582
0.9998587991054732,spatial,layer2,582
1.0,spatial,layer3,582
1.0,spatial,layer4,582
0.999869479108145,spatial,layer5,582
0.99995442738003,spatial,layer1,583
1.0,spatial,layer2,583
1.0,spatial,layer3,583
1.0,spatial,layer4,583
1.0,spatial,layer5,583
1.0,spatial,layer1,584
1.0,spatial,layer2,584
0.9999019428113424,spatial,layer3,584
1.0,spatial,layer4,584
0.99986380428676,spatial,layer5,584
1.0,spatial,layer1,585
1.0,spatial,layer2,585
0.9999019428113424,spatial,layer3,585
1.0,spatial,layer4,585
1.0,spatial,layer5,585
1.0,spatial,layer1,586
1.0,spatial,layer2,586
1.0,spatial,layer3,586
1.0,spatial,layer4,586
1.0,spatial,layer5,586
1.0,spatial,layer1,587
1.0,spatial,layer2,587
1.0,spatial,layer3,587
1.0,spatial,layer4,587
0.999994325178615,spatial,layer5,587
1.0,spatial,layer1,588
1.0,spatial,layer2,588
1.0,spatial,layer3,588
1.0,spatial,layer4,588
1.0,spatial,layer5,588
1.0,spatial,layer1,589
1.0,spatial,layer2,589
0.999914732879428,spatial,layer3,589
1.0,spatial,layer4,589
1.0,spatial,layer5,589
1.0,spatial,layer1,590
1.0,spatial,layer2,590
1.0,spatial,layer3,590
1.0,spatial,layer4,590
0.9984961723329758,spatial,layer5,590
1.0,spatial,layer1,591
1.0,spatial,layer2,591
1.0,spatial,layer3,591
1.0,spatial,layer4,591
1.0,spatial,layer5,591
1.0,spatial,layer1,592
1.0,spatial,layer2,592
1.0,spatial,layer3,592
1.0,spatial,layer4,592
0.999892178393685,spatial,layer5,592
1.0,spatial,layer1,593
0.9998206367015472,spatial,layer2,593
1.0,spatial,layer3,593
1.0,spatial,layer4,593
0.99980705607291,spatial,layer5,593
0.9999886068450076,spatial,layer1,594
0.9998282691823324,spatial,layer2,594
0.9999019428113424,spatial,layer3,594
1.0,spatial,layer4,594
1.0,spatial,layer5,594
1.0,spatial,layer1,595
1.0,spatial,layer2,595
1.0,spatial,layer3,595
1.0,spatial,layer4,595
1.0,spatial,layer5,595
1.0,spatial,layer1,596
1.0,spatial,layer2,596
1.0,spatial,layer3,596
1.0,spatial,layer4,596
0.99986380428676,spatial,layer5,596
1.0,spatial,layer1,597
1.0,spatial,layer2,597
1.0,spatial,layer3,597
1.0,spatial,layer4,597
1.0,spatial,layer5,597
1.0,spatial,layer1,598
1.0,spatial,layer2,598
1.0,spatial,layer3,598
1.0,spatial,layer4,598
1.0,spatial,layer5,598
1.0,spatial,layer1,599
1.0,spatial,layer2,599
1.0,spatial,layer3,599
1.0,spatial,layer4,599
0.9998808287509152,spatial,layer5,599
1.0,spatial,layer1,600
1.0,spatial,layer2,600
0.9998507825389992,spatial,layer3,600
1.0,spatial,layer4,600
0.9985585953682108,spatial,layer5,600
1.0,spatial,layer1,601
1.0,spatial,layer2,601
1.0,spatial,layer3,601
1.0,spatial,layer4,601
0.999994325178615,spatial,layer5,601
1.0,spatial,layer1,602
1.0,spatial,layer2,602
0.9999488397276568,spatial,layer3,602
1.0,spatial,layer4,602
1.0,spatial,layer5,602
1.0,spatial,layer1,603
1.0,spatial,layer2,603
1.0,spatial,layer3,603
1.0,spatial,layer4,603
0.999994325178615,spatial,layer5,603
1.0,spatial,layer1,604
0.9998740640670436,spatial,layer2,604
1.0,spatial,layer3,604
1.0,spatial,layer4,604
1.0,spatial,layer5,604
1.0,spatial,layer1,605
0.905235118570589,spatial,layer2,605
0.9998678359631136,spatial,layer3,605
1.0,spatial,layer4,605
0.9983883507266608,spatial,layer5,605
1.0,spatial,layer1,606
1.0,spatial,layer2,606
1.0,spatial,layer3,606
1.0,spatial,layer4,606
1.0,spatial,layer5,606
1.0,spatial,layer1,607
1.0,spatial,layer2,607
1.0,spatial,layer3,607
1.0,spatial,layer4,607
0.9997786819659852,spatial,layer5,607
1.0,spatial,layer1,608
1.0,spatial,layer2,608
1.0,spatial,layer3,608
1.0,spatial,layer4,608
0.9985415709040558,spatial,layer5,608
1.0,spatial,layer1,609
1.0,spatial,layer2,609
1.0,spatial,layer3,609
1.0,spatial,layer4,609
1.0,spatial,layer5,609
1.0,spatial,layer1,610
1.0,spatial,layer2,610
0.999927522947514,spatial,layer3,610
1.0,spatial,layer4,610
1.0,spatial,layer5,610
1.0,spatial,layer1,611
1.0,spatial,layer2,611
0.9998763626751708,spatial,layer3,611
1.0,spatial,layer4,611
1.0,spatial,layer5,611
1.0,spatial,layer1,612
1.0,spatial,layer2,612
1.0,spatial,layer3,612
0.9998056949056736,spatial,layer4,612
1.0,spatial,layer5,612
1.0,spatial,layer1,613
0.999900777749792,spatial,layer2,613
1.0,spatial,layer3,613
1.0,spatial,layer4,613
1.0,spatial,layer5,613
1.0,spatial,layer1,614
1.0,spatial,layer2,614
1.0,spatial,layer3,614
1.0,spatial,layer4,614
1.0,spatial,layer5,614
1.0,spatial,layer1,615
1.0,spatial,layer2,615
1.0,spatial,layer3,615
1.0,spatial,layer4,615
1.0,spatial,layer5,615
1.0,spatial,layer1,616
0.9998664315862584,spatial,layer2,616
1.0,spatial,layer3,616
1.0,spatial,layer4,616
0.9986834414386808,spatial,layer5,616
1.0,spatial,layer1,617
1.0,spatial,layer2,617
1.0,spatial,layer3,617
1.0,spatial,layer4,617
0.9983883507266608,spatial,layer5,617
1.0,spatial,layer1,618
0.999832085422725,spatial,layer2,618
1.0,spatial,layer3,618
1.0,spatial,layer4,618
1.0,spatial,layer5,618
1.0,spatial,layer1,619
0.9998549828650808,spatial,layer2,619
1.0,spatial,layer3,619
1.0,spatial,layer4,619
1.0,spatial,layer5,619
1.0,spatial,layer1,620
1.0,spatial,layer2,620
1.0,spatial,layer3,620
1.0,spatial,layer4,620
1.0,spatial,layer5,620
1.0,spatial,layer1,621
0.999900777749792,spatial,layer2,621
1.0,spatial,layer3,621
1.0,spatial,layer4,621
1.0,spatial,layer5,621
1.0,spatial,layer1,622
0.9999198589517552,spatial,layer2,622
1.0,spatial,layer3,622
1.0,spatial,layer4,622
1.0,spatial,layer5,622
1.0,spatial,layer1,623
1.0,spatial,layer2,623
1.0,spatial,layer3,623
1.0,spatial,layer4,623
0.9998013812515252,spatial,layer5,623
1.0,spatial,layer1,624
0.9998664315862584,spatial,layer2,624
1.0,spatial,layer3,624
1.0,spatial,layer4,624
1.0,spatial,layer5,624
1.0,spatial,layer1,625
1.0,spatial,layer2,625
0.995263411452227,spatial,layer3,625
1.0,spatial,layer4,625
1.0,spatial,layer5,625
1.0,spatial,layer1,626
1.0,spatial,layer2,626
1.0,spatial,layer3,626
1.0,spatial,layer4,626
1.0,spatial,layer5,626
1.0,spatial,layer1,627
0.9998435341439028,spatial,layer2,627
1.0,spatial,layer3,627
1.0,spatial,layer4,627
0.9985018471543609,spatial,layer5,627
1.0,spatial,layer1,628
0.8787389615246644,spatial,layer2,628
1.0,spatial,layer3,628
1.0,spatial,layer4,628
1.0,spatial,layer5,628
1.0,spatial,layer1,629
1.0,spatial,layer2,629
1.0,spatial,layer3,629
1.0,spatial,layer4,629
1.0,spatial,layer5,629
1.0,spatial,layer1,630
1.0,spatial,layer2,630
1.0,spatial,layer3,630
1.0,spatial,layer4,630
0.99989785321507,spatial,layer5,630
1.0,spatial,layer1,631
0.9999236751921478,spatial,layer2,631
1.0,spatial,layer3,631
1.0,spatial,layer4,631
1.0,spatial,layer5,631
1.0,spatial,layer1,632
1.0,spatial,layer2,632
1.0,spatial,layer3,632
1.0,spatial,layer4,632
1.0,spatial,layer5,632
1.0,spatial,layer1,633
0.999900777749792,spatial,layer2,633
1.0,spatial,layer3,633
1.0,spatial,layer4,633
0.9998354301798352,spatial,layer5,633
1.0,spatial,layer1,634
0.9999084102305772,spatial,layer2,634
1.0,spatial,layer3,634
1.0,spatial,layer4,634
1.0,spatial,layer5,634
1.0,spatial,layer1,635
1.0,spatial,layer2,635
0.999914732879428,spatial,layer3,635
1.0,spatial,layer4,635
1.0,spatial,layer5,635
1.0,spatial,layer1,636
1.0,spatial,layer2,636
1.0,spatial,layer3,636
1.0,spatial,layer4,636
1.0,spatial,layer5,636
1.0,spatial,layer1,637
0.9998473503842954,spatial,layer2,637
1.0,spatial,layer3,637
1.0,spatial,layer4,637
1.0,spatial,layer5,637
1.0,spatial,layer1,638
1.0,spatial,layer2,638
1.0,spatial,layer3,638
1.0,spatial,layer4,638
1.0,spatial,layer5,638
1.0,spatial,layer1,639
1.0,spatial,layer2,639
0.9998635726070848,spatial,layer3,639
1.0,spatial,layer4,639
0.9998240805370652,spatial,layer5,639
1.0,spatial,layer1,640
1.0,spatial,layer2,640
1.0,spatial,layer3,640
1.0,spatial,layer4,640
1.0,spatial,layer5,640
1.0,spatial,layer1,641
1.0,spatial,layer2,641
0.999829465758856,spatial,layer3,641
1.0,spatial,layer4,641
1.0,spatial,layer5,641
1.0,spatial,layer1,642
1.0,spatial,layer2,642
1.0,spatial,layer3,642
1.0,spatial,layer4,642
1.0,spatial,layer5,642
1.0,spatial,layer1,643
1.0,spatial,layer2,643
1.0,spatial,layer3,643
1.0,spatial,layer4,643
0.9998808287509152,spatial,layer5,643
1.0,spatial,layer1,644
1.0,spatial,layer2,644
1.0,spatial,layer3,644
1.0,spatial,layer4,644
0.9998865035723,spatial,layer5,644
0.9998632821400902,spatial,layer1,645
1.0,spatial,layer2,645
1.0,spatial,layer3,645
1.0,spatial,layer4,645
0.999994325178615,spatial,layer5,645
1.0,spatial,layer1,646
1.0,spatial,layer2,646
0.9493555937362772,spatial,layer3,646
1.0,spatial,layer4,646
1.0,spatial,layer5,646
1.0,spatial,layer1,647
1.0,spatial,layer2,647
1.0,spatial,layer3,647
1.0,spatial,layer4,647
1.0,spatial,layer5,647
1.0,spatial,layer1,648
1.0,spatial,layer2,648
1.0,spatial,layer3,648
1.0,spatial,layer4,648
0.9985018471543609,spatial,layer5,648
1.0,spatial,layer1,649
1.0,spatial,layer2,649
1.0,spatial,layer3,649
1.0,spatial,layer4,649
1.0,spatial,layer5,649
1.0,spatial,layer1,650
0.9998702478266512,spatial,layer2,650
1.0,spatial,layer3,650
1.0,spatial,layer4,650
1.0,spatial,layer3,656
0.9999587837678702,spatial,layer4,656
0.999994325178615,spatial,layer5,656
1.0,spatial,layer1,657
1.0,spatial,layer2,657
1.0,spatial,layer3,657
1.0,spatial,layer4,657
0.99989785321507,spatial,layer5,657
1.0,spatial,layer1,658
1.0,spatial,layer2,658
1.0,spatial,layer3,658
1.0,spatial,layer4,658
0.999994325178615,spatial,layer5,658
1.0,spatial,layer1,659
0.9999045939901846,spatial,layer2,659
1.0,spatial,layer3,659
1.0,spatial,layer4,659
0.999994325178615,spatial,layer5,659
1.0,spatial,layer1,660
1.0,spatial,layer2,660
1.0,spatial,layer3,660
1.0,spatial,layer4,660
0.9995233150036602,spatial,layer5,660
1.0,spatial,layer1,661
1.0,spatial,layer2,661
1.0,spatial,layer3,661
1.0,spatial,layer4,661
1.0,spatial,layer5,661
1.0,spatial,layer1,662
1.0,spatial,layer2,662
0.99978683219857,spatial,layer3,662
1.0,spatial,layer4,662
0.9988536860802306,spatial,layer5,662
1.0,spatial,layer1,663
0.9990230424594906,spatial,layer2,663
1.0,spatial,layer3,663
1.0,spatial,layer4,663
0.99990920285784,spatial,layer5,663
1.0,spatial,layer1,664
1.0,spatial,layer2,664
1.0,spatial,layer3,664
1.0,spatial,layer4,664
1.0,spatial,layer5,664
1.0,spatial,layer1,665
1.0,spatial,layer2,665
0.9998635726070848,spatial,layer3,665
1.0,spatial,layer4,665
1.0,spatial,layer5,665
1.0,spatial,layer1,666
0.9998435341439028,spatial,layer2,666
1.0,spatial,layer3,666
1.0,spatial,layer4,666
1.0,spatial,layer5,666
1.0,spatial,layer1,667
1.0,spatial,layer2,667
0.9998891527432564,spatial,layer3,667
1.0,spatial,layer4,667
0.9998581294653752,spatial,layer5,667
1.0,spatial,layer1,668
1.0,spatial,layer2,668
1.0,spatial,layer3,668
1.0,spatial,layer4,668
1.0,spatial,layer5,668
1.0,spatial,layer1,669
1.0,spatial,layer2,669
0.9998763626751708,spatial,layer3,669
1.0,spatial,layer4,669
1.0,spatial,layer5,669
1.0,spatial,layer1,670
1.0,spatial,layer2,670
1.0,spatial,layer3,670
1.0,spatial,layer4,670
1.0,spatial,layer5,670
1.0,spatial,layer1,671
1.0,spatial,layer2,671
0.9998678359631136,spatial,layer3,671
1.0,spatial,layer4,671
1.0,spatial,layer5,671
1.0,spatial,layer1,672
1.0,spatial,layer2,672
1.0,spatial,layer3,672
1.0,spatial,layer4,672
1.0,spatial,layer5,672
1.0,spatial,layer1,673
0.9998473503842954,spatial,layer2,673
1.0,spatial,layer3,673
1.0,spatial,layer4,673
1.0,spatial,layer5,673
1.0,spatial,layer1,674
1.0,spatial,layer2,674
1.0,spatial,layer3,674
1.0,spatial,layer4,674
1.0,spatial,layer5,674
1.0,spatial,layer1,675
0.9999198589517552,spatial,layer2,675
1.0,spatial,layer3,675
1.0,spatial,layer4,675
1.0,spatial,layer5,675
1.0,spatial,layer1,676
0.9999160427113624,spatial,layer2,676
0.9990919051659084,spatial,layer3,676
1.0,spatial,layer4,676
1.0,spatial,layer5,676
1.0,spatial,layer1,677
0.9998244529419396,spatial,layer2,677
1.0,spatial,layer3,677
1.0,spatial,layer4,677
0.9984961723329758,spatial,layer5,677
1.0,spatial,layer1,678
0.9998778803074364,spatial,layer2,678
1.0,spatial,layer3,678
1.0,spatial,layer4,678
0.9985529205468258,spatial,layer5,678
1.0,spatial,layer1,679
0.9999427563941108,spatial,layer2,679
1.0,spatial,layer3,679
1.0,spatial,layer4,679
0.9998581294653752,spatial,layer5,679
1.0,spatial,layer1,680
1.0,spatial,layer2,680
1.0,spatial,layer3,680
1.0,spatial,layer4,680
1.0,spatial,layer5,680
1.0,spatial,layer1,681
0.9998702478266512,spatial,layer2,681
0.9998763626751708,spatial,layer3,681
1.0,spatial,layer4,681
1.0,spatial,layer5,681
1.0,spatial,layer1,682
0.9998473503842954,spatial,layer2,682
1.0,spatial,layer3,682
1.0,spatial,layer4,682
1.0,spatial,layer5,682
1.0,spatial,layer1,683
0.9998626153458658,spatial,layer2,683
1.0,spatial,layer3,683
1.0,spatial,layer4,683
1.0,spatial,layer5,683
1.0,spatial,layer1,684
1.0,spatial,layer2,684
1.0,spatial,layer3,684
1.0,spatial,layer4,684
1.0,spatial,layer5,684
1.0,spatial,layer1,685
0.999900777749792,spatial,layer2,685
1.0,spatial,layer3,685
1.0,spatial,layer4,685
1.0,spatial,layer5,685
1.0,spatial,layer1,686
0.9998664315862584,spatial,layer2,686
0.9998252024028276,spatial,layer3,686
1.0,spatial,layer4,686
0.99986380428676,spatial,layer5,686
1.0,spatial,layer1,687
1.0,spatial,layer2,687
1.0,spatial,layer3,687
1.0,spatial,layer4,687
1.0,spatial,layer5,687
1.0,spatial,layer1,688
1.0,spatial,layer2,688
1.0,spatial,layer3,688
1.0,spatial,layer4,688
1.0,spatial,layer5,688
1.0,spatial,layer1,689
1.0,spatial,layer2,689
1.0,spatial,layer3,689
1.0,spatial,layer4,689
0.999994325178615,spatial,layer5,689
1.0,spatial,layer1,690
1.0,spatial,layer2,690
0.9999360496595712,spatial,layer3,690
1.0,spatial,layer4,690
1.0,spatial,layer5,690
1.0,spatial,layer1,691
1.0,spatial,layer2,691
1.0,spatial,layer3,691
1.0,spatial,layer4,691
1.0,spatial,layer5,691
1.0,spatial,layer1,692
1.0,spatial,layer2,692
1.0,spatial,layer3,692
1.0,spatial,layer4,692
1.0,spatial,layer5,692
1.0,spatial,layer1,693
1.0,spatial,layer2,693
1.0,spatial,layer3,693
1.0,spatial,layer4,693
1.0,spatial,layer5,693
1.0,spatial,layer1,694
0.9999084102305772,spatial,layer2,694
0.9999019428113424,spatial,layer3,694
1.0,spatial,layer4,694
0.9997957064301402,spatial,layer5,694
1.0,spatial,layer1,695
1.0,spatial,layer2,695
1.0,spatial,layer3,695
1.0,spatial,layer4,695
1.0,spatial,layer5,695
1.0,spatial,layer1,696
0.998027003717018,spatial,layer2,696
1.0,spatial,layer3,696
1.0,spatial,layer4,696
0.9984223996549708,spatial,layer5,696
1.0,spatial,layer1,697
0.9998473503842954,spatial,layer2,697
1.0,spatial,layer3,697
1.0,spatial,layer4,697
1.0,spatial,layer5,697
1.0,spatial,layer1,698
0.9999160427113624,spatial,layer2,698
1.0,spatial,layer3,698
1.0,spatial,layer4,698
1.0,spatial,layer5,698
1.0,spatial,layer1,699
0.999900777749792,spatial,layer2,699
1.0,spatial,layer3,699
1.0,spatial,layer4,699
0.99986380428676,spatial,layer5,699
1.0,spatial,layer1,700
0.9999045939901846,spatial,layer2,700
1.0,spatial,layer3,700
1.0,spatial,layer4,700
1.0,spatial,layer5,700
1.0,spatial,layer1,701
1.0,spatial,layer2,701
1.0,spatial,layer3,701
1.0,spatial,layer4,701
0.99981840571568,spatial,layer5,701
1.0,spatial,layer1,702
1.0,spatial,layer2,702
0.9999232595914852,spatial,layer3,702
1.0,spatial,layer4,702
1.0,spatial,layer5,702
1.0,spatial,layer1,703
1.0,spatial,layer2,703
0.9998678359631136,spatial,layer3,703
1.0,spatial,layer4,703
1.0,spatial,layer5,703
1.0,spatial,layer1,704
1.0,spatial,layer2,704
1.0,spatial,layer3,704
1.0,spatial,layer4,704
0.99984110500122,spatial,layer5,704
1.0,spatial,layer1,705
1.0,spatial,layer2,705
1.0,spatial,layer3,705
1.0,spatial,layer4,705
1.0,spatial,layer5,705
1.0,spatial,layer1,706
0.9998206367015472,spatial,layer2,706
1.0,spatial,layer3,706
1.0,spatial,layer4,706
0.999994325178615,spatial,layer5,706
1.0,spatial,layer1,707
0.9998931452690067,spatial,layer2,707
0.9998763626751708,spatial,layer3,707
1.0,spatial,layer4,707
1.0,spatial,layer5,707
1.0,spatial,layer1,708
1.0,spatial,layer2,708
0.9999360496595712,spatial,layer3,708
1.0,spatial,layer4,708
1.0,spatial,layer5,708
1.0,spatial,layer1,709
0.9999160427113624,spatial,layer2,709
0.9999531030836856,spatial,layer3,709
1.0,spatial,layer4,709
0.99987515392953,spatial,layer5,709
1.0,spatial,layer1,710
1.0,spatial,layer2,710
1.0,spatial,layer3,710
1.0,spatial,layer4,710
0.999994325178615,spatial,layer5,710
1.0,spatial,layer1,711
1.0,spatial,layer2,711
1.0,spatial,layer3,711
1.0,spatial,layer4,711
0.9999035280364552,spatial,layer5,711
1.0,spatial,layer1,712
0.9998626153458658,spatial,layer2,712
1.0,spatial,layer3,712
1.0,spatial,layer4,712
0.99985245464399,spatial,layer5,712
1.0,spatial,layer1,713
1.0,spatial,layer2,713
1.0,spatial,layer3,713
1.0,spatial,layer4,713
1.0,spatial,layer5,713
1.0,spatial,layer1,714
0.9999084102305772,spatial,layer2,714
1.0,spatial,layer3,714
1.0,spatial,layer4,714
0.9998127308942952,spatial,layer5,714
1.0,spatial,layer1,715
1.0,spatial,layer2,715
1.0,spatial,layer3,715
1.0,spatial,layer4,715
1.0,spatial,layer5,715
1.0,spatial,layer1,716
0.9998969615093994,spatial,layer2,716
1.0,spatial,layer3,716
1.0,spatial,layer4,716
1.0,spatial,layer5,716
1.0,spatial,layer1,717
1.0,spatial,layer2,717
1.0,spatial,layer3,717
1.0,spatial,layer4,717
0.99981840571568,spatial,layer5,717
1.0,spatial,layer1,718
1.0,spatial,layer2,718
0.9998891527432564,spatial,layer3,718
1.0,spatial,layer4,718
1.0,spatial,layer5,718
1.0,spatial,layer1,719
0.9963364092230896,spatial,layer2,719
0.9945556943514796,spatial,layer3,719
1.0,spatial,layer4,719
0.99986380428676,spatial,layer5,719
1.0,spatial,layer1,720
1.0,spatial,layer2,720
0.9999019428113424,spatial,layer3,720
1.0,spatial,layer4,720
0.999994325178615,spatial,layer5,720
1.0,spatial,layer1,721
0.9998397179035102,spatial,layer2,721
1.0,spatial,layer3,721
1.0,spatial,layer4,721
1.0,spatial,layer5,721
1.0,spatial,layer1,722
0.993779528160038,spatial,layer2,722
0.9999062061673708,spatial,layer3,722
1.0,spatial,layer4,722
1.0,spatial,layer5,722
1.0,spatial,layer1,723
0.9998626153458658,spatial,layer2,723
1.0,spatial,layer3,723
1.0,spatial,layer4,723
1.0,spatial,layer5,723
1.0,spatial,layer1,724
1.0,spatial,layer2,724
1.0,spatial,layer3,724
1.0,spatial,layer4,724
0.9997900316087552,spatial,layer5,724
1.0,spatial,layer1,725
0.9999198589517552,spatial,layer2,725
0.9998166756907704,spatial,layer3,725
1.0,spatial,layer4,725
1.0,spatial,layer5,725
1.0,spatial,layer1,726
1.0,spatial,layer2,726
0.999842255826942,spatial,layer3,726
0.9810817494524128,spatial,layer4,726
1.0,spatial,layer5,726
1.0,spatial,layer1,727
0.9880666162922936,spatial,layer2,727
1.0,spatial,layer3,727
1.0,spatial,layer4,727
1.0,spatial,layer5,727
1.0,spatial,layer1,728
0.9969775376090492,spatial,layer2,728
1.0,spatial,layer3,728
1.0,spatial,layer4,728
1.0,spatial,layer5,728
1.0,spatial,layer1,729
0.9999274914325404,spatial,layer2,729
1.0,spatial,layer3,729
1.0,spatial,layer4,729
1.0,spatial,layer5,729
1.0,spatial,layer1,730
1.0,spatial,layer2,730
0.9998934160992852,spatial,layer3,730
1.0,spatial,layer4,730
1.0,spatial,layer5,730
1.0,spatial,layer1,731
1.0,spatial,layer2,731
0.9999189962354568,spatial,layer3,731
1.0,spatial,layer4,731
0.9984848226902058,spatial,layer5,731
1.0,spatial,layer1,732
1.0,spatial,layer2,732
1.0,spatial,layer3,732
1.0,spatial,layer4,732
0.999994325178615,spatial,layer5,732
1.0,spatial,layer1,733
0.9847006922660072,spatial,layer2,733
0.9999189962354568,spatial,layer3,733
1.0,spatial,layer4,733
1.0,spatial,layer5,733
1.0,spatial,layer1,734
0.9998664315862584,spatial,layer2,734
1.0,spatial,layer3,734
1.0,spatial,layer4,734
0.9998581294653752,spatial,layer5,734
1.0,spatial,layer1,735
1.0,spatial,layer2,735
1.0,spatial,layer3,735
1.0,spatial,layer4,735
0.999994325178615,spatial,layer5,735
0.9998974616050677,spatial,layer1,736
1.0,spatial,layer2,736
0.9998976794553136,spatial,layer3,736
1.0,spatial,layer4,736
